Boston,< 50 mi,Beginner,Yawn,Now,Running,"AMPT ""Earn Your Turkey"" 5K Road Race",http://www.earnyourturkey5k.com/images/c7c93262bf24493fab89416c37b658b1.jpg,11/22/12,"This 3.1 mile (5_kilometer) course will take runners and walkers in a clockwise direction around scenic Lake Quannapowitt in Wakefield, Massachusetts. The course is flat and fast following the perimeter of the lake with mile markers set up along the way and a water station at the halfway point. This is a great course for runners of all abilities",http://www.earnyourturkey5k.com/Registration_JKHK.html
Boston,< 50 mi,Beginner,Yawn,In a month,Running,Winter Warmer 5K and Chili Cook Off,http://www.active.com/images/upimages/1winter.JPG,12/16/12,Original route with a nice mix of flat roads and moderate hills. Great atmosphere. Runners are encouraged to test and judge our post-race chili contest. FREE customized moisture-wicking winter hat to all runners who register before November 16.,http://www.active.com/running/clinton-ma/winter-warmer-5k-and-chili-cook-off-2012
Boston,< 50 mi,Beginner,Yawn,3 months out,Running,Frosty Knuckle 5K+,http://www.active.com/images/upimages/Frosty%20Logo3.jpg,2/16/13,"Come brave the cold at Salisbury Beach and enjoy a 5K+ into the Salisbury Reservation and back on the Beach! This race is half road and half beach.....if you LOVE running on the beach, this race is for you!",http://www.active.com/running/salisbury-ma/frosty-knuckle-5k-2013
Boston,< 50 mi,Beginner,Train,Now,Running,4th Annual Turkey Trot 5K,http://photos-images.active.com/file/3/1/optimized/d45c1853-0e9a-4368-bc69-81ba011bf434.jpeg,11/22/12,"The Seacoast Rotary Club of Portsmouth NH proudly presents the 4th Annual 5K Turkey Trot to be held on Thursday, November 22nd (Thanksgiving Day), 2012 @ 8:30AM. We encourage runners, walkers, and families of all ages to attend this fun-filled event! Prizes are available for the top three finishers in each category and for best costume.",http://www.active.com/5k-race/portsmouth-nh/4th-annual-turkey-trot-5k-2012
Boston,< 50 mi,Beginner,Train,In a month,Running,"Marathon Sports ""Somerville Jingle Bell Run""",http://www.active.com/images/upimages/jinglebell_banner.jpg,12/16/12,6th annual Marathon Sport's Somerville Jingle Bell Run is a great way to end the year with family and friends.,http://www.active.com/running/somerville-ma/marathon-sports-somerville-jingle-bell-run-2012
Boston,< 50 mi,Beginner,Train,3 months out,Running,Frosty Knuckle 5K+,http://www.active.com/images/upimages/Frosty%20Logo3.jpg,2/16/13,"Come brave the cold at Salisbury Beach and enjoy a 5K+ into the Salisbury Reservation and back on the Beach! This race is half road and half beach.....if you LOVE running on the beach, this race is for you!",http://www.active.com/running/salisbury-ma/frosty-knuckle-5k-2013
Boston,< 50 mi,Beginner,Insane,Now,Running,Tiger Trot,http://www.tigertrot.org/t.jpg,11/17/12,"Be a part of the 1st Annual Tiger Trot! The Tiger Trot is a 5k and 10 mile road race for both novice and elite runners with a 1 mile kids race. It is hosted by the Lincoln Akerman School PTO, an organization run entirely through volunteer efforts which provides a variety of educational and developmental materials to the school as well as enrichment activities for the benefit of the students and the community.",http://www.active.com/5k-race/hampton-falls-nh/tiger-trot-2012
Boston,< 50 mi,Beginner,Insane,In a month,Running,32nd Annual WCRC New Year's Day Classic,http://runthecircle.org/wordpress/wp-content/uploads/2012/06/hangovershirtfront.jpg,1/1/13,"Start and finish line chip timing, fast and flat course!!! Great location at Salisbury Beach!!! Optional Ocean Plunge with special plunge mugs!!! Race mugs to first 40 male and first 40 female overall in each distance. Overall and age group awards in each distance. Long sleeve Hangover Classic tee-shirts to first 600 to register. Post race party. Participate in a New Year's Day Classic.",http://www.active.com/running/salisbury-ma/32nd-annual-wcrc-new-years-day-classic-2013
Boston,< 50 mi,Beginner,Insane,3 months out,Running,2013 New Bedford Half Marathon,http://newbedfordhalfmarathon.com/wp-content/uploads/nbhm_logo_transparent-e1346077641284.png,3/17/13,"36th Annual New Bedford Half Marathon, a race with with a great history. Local seafood post race meal, tech shirts to first 4,500. Wonderful, welcoming historic port city--one of the best.",http://www.active.com/running/new-bedford-ma/new-bedford-half-marathon-2013?int=26-400
Boston,< 50 mi,Intermediate,Yawn,Now,Running,"AMPT ""Earn Your Turkey"" 5K Road Race",http://www.earnyourturkey5k.com/images/c7c93262bf24493fab89416c37b658b1.jpg,11/22/12,"This 3.1 mile (5_kilometer) course will take runners and walkers in a clockwise direction around scenic Lake Quannapowitt in Wakefield, Massachusetts. The course is flat and fast following the perimeter of the lake with mile markers set up along the way and a water station at the halfway point. This is a great course for runners of all abilities",http://www.earnyourturkey5k.com/Registration_JKHK.html
Boston,< 50 mi,Intermediate,Yawn,In a month,Running,Winter Warmer 5K and Chili Cook Off,http://www.active.com/images/upimages/1winter.JPG,12/16/12,Original route with a nice mix of flat roads and moderate hills. Great atmosphere. Runners are encouraged to test and judge our post-race chili contest. FREE customized moisture-wicking winter hat to all runners who register before November 16.,http://www.active.com/running/clinton-ma/winter-warmer-5k-and-chili-cook-off-2012
Boston,< 50 mi,Intermediate,Yawn,3 months out,Running,Frosty Knuckle 5K+,http://www.active.com/images/upimages/Frosty%20Logo3.jpg,2/16/13,"Come brave the cold at Salisbury Beach and enjoy a 5K+ into the Salisbury Reservation and back on the Beach! This race is half road and half beach.....if you LOVE running on the beach, this race is for you!",http://www.active.com/running/salisbury-ma/frosty-knuckle-5k-2013
Boston,< 50 mi,Intermediate,Train,Now,Running,4th Annual Turkey Trot 5K,http://photos-images.active.com/file/3/1/optimized/d45c1853-0e9a-4368-bc69-81ba011bf434.jpeg,11/22/12,"The Seacoast Rotary Club of Portsmouth NH proudly presents the 4th Annual 5K Turkey Trot to be held on Thursday, November 22nd (Thanksgiving Day), 2012 @ 8:30AM. We encourage runners, walkers, and families of all ages to attend this fun-filled event! Prizes are available for the top three finishers in each category and for best costume.",http://www.active.com/5k-race/portsmouth-nh/4th-annual-turkey-trot-5k-2012
Boston,< 50 mi,Intermediate,Train,In a month,Running,"Marathon Sports ""Somerville Jingle Bell Run""",http://www.active.com/images/upimages/jinglebell_banner.jpg,12/16/12,6th annual Marathon Sport's Somerville Jingle Bell Run is a great way to end the year with family and friends.,http://www.active.com/running/somerville-ma/marathon-sports-somerville-jingle-bell-run-2012
Boston,< 50 mi,Intermediate,Train,3 months out,Running,Frosty Knuckle 5K+,http://www.active.com/images/upimages/Frosty%20Logo3.jpg,2/16/13,"Come brave the cold at Salisbury Beach and enjoy a 5K+ into the Salisbury Reservation and back on the Beach! This race is half road and half beach.....if you LOVE running on the beach, this race is for you!",http://www.active.com/running/salisbury-ma/frosty-knuckle-5k-2013
Boston,< 50 mi,Intermediate,Insane,Now,Running,Myles Standish Marathon,http://www.mylesstandishmarathon.com/uploads/3/1/0/1/3101588/1165497.jpg?213,11/18/12,"The 2012 Myles Standish Marathon and Marathon Relay will begin at College Pond at DCR Myles Standish State Forest.  The first 15 miles of the course will take place within the State Forest on all paved, low traffic roads.  You will pass ponds and campgrounds as you wind your way through the forest.  The course will then take you through the back roads of Plymouth, past cranberry bogs and farms until you hit your first dirt road just beyond mile 20 at Morton Park.  Back to pavement on Billington Street with the final miles of the course back on unpaved roads that bring you out to the Shops at 5 with the finish line in front of Bayside Runner.  In addition to the small areas of unpaved roads, there are several areas of rolling hills throughout the course.",http://www.mylesstandishmarathon.com
Boston,< 50 mi,Intermediate,Insane,In a month,Running,32nd Annual WCRC New Year's Day Classic,http://runthecircle.org/wordpress/wp-content/uploads/2012/06/hangovershirtfront.jpg,1/1/13,"Start and finish line chip timing, fast and flat course!!! Great location at Salisbury Beach!!! Optional Ocean Plunge with special plunge mugs!!! Race mugs to first 40 male and first 40 female overall in each distance. Overall and age group awards in each distance. Long sleeve Hangover Classic tee-shirts to first 600 to register. Post race party. Participate in a New Year's Day Classic.",http://www.active.com/running/salisbury-ma/32nd-annual-wcrc-new-years-day-classic-2013
Boston,< 50 mi,Intermediate,Insane,3 months out,Running,2013 New Bedford Half Marathon,http://newbedfordhalfmarathon.com/wp-content/uploads/nbhm_logo_transparent-e1346077641284.png,3/17/13,"36th Annual New Bedford Half Marathon, a race with with a great history. Local seafood post race meal, tech shirts to first 4,500. Wonderful, welcoming historic port city--one of the best.",http://www.active.com/running/new-bedford-ma/new-bedford-half-marathon-2013?int=26-400
Boston,< 50 mi,Advanced,Yawn,Now,Running,Myles Standish Marathon,http://www.mylesstandishmarathon.com/uploads/3/1/0/1/3101588/1165497.jpg?213,11/18/12,"The 2012 Myles Standish Marathon and Marathon Relay will begin at College Pond at DCR Myles Standish State Forest.  The first 15 miles of the course will take place within the State Forest on all paved, low traffic roads.  You will pass ponds and campgrounds as you wind your way through the forest.  The course will then take you through the back roads of Plymouth, past cranberry bogs and farms until you hit your first dirt road just beyond mile 20 at Morton Park.  Back to pavement on Billington Street with the final miles of the course back on unpaved roads that bring you out to the Shops at 5 with the finish line in front of Bayside Runner.  In addition to the small areas of unpaved roads, there are several areas of rolling hills throughout the course.",http://www.mylesstandishmarathon.com
Boston,< 50 mi,Advanced,Yawn,In a month,Running,32nd Annual WCRC New Year's Day Classic,http://runthecircle.org/wordpress/wp-content/uploads/2012/06/hangovershirtfront.jpg,1/1/13,"Start and finish line chip timing, fast and flat course!!! Great location at Salisbury Beach!!! Optional Ocean Plunge with special plunge mugs!!! Race mugs to first 40 male and first 40 female overall in each distance. Overall and age group awards in each distance. Long sleeve Hangover Classic tee-shirts to first 600 to register. Post race party. Participate in a New Year's Day Classic.",http://www.active.com/running/salisbury-ma/32nd-annual-wcrc-new-years-day-classic-2013
Boston,< 50 mi,Advanced,Yawn,3 months out,Running,2013 New Bedford Half Marathon,http://newbedfordhalfmarathon.com/wp-content/uploads/nbhm_logo_transparent-e1346077641284.png,3/17/13,"36th Annual New Bedford Half Marathon, a race with with a great history. Local seafood post race meal, tech shirts to first 4,500. Wonderful, welcoming historic port city--one of the best.",http://www.active.com/running/new-bedford-ma/new-bedford-half-marathon-2013?int=26-400
Boston,< 50 mi,Advanced,Train,Now,Running,Myles Standish Marathon,http://www.mylesstandishmarathon.com/uploads/3/1/0/1/3101588/1165497.jpg?213,11/18/12,"The 2012 Myles Standish Marathon and Marathon Relay will begin at College Pond at DCR Myles Standish State Forest.  The first 15 miles of the course will take place within the State Forest on all paved, low traffic roads.  You will pass ponds and campgrounds as you wind your way through the forest.  The course will then take you through the back roads of Plymouth, past cranberry bogs and farms until you hit your first dirt road just beyond mile 20 at Morton Park.  Back to pavement on Billington Street with the final miles of the course back on unpaved roads that bring you out to the Shops at 5 with the finish line in front of Bayside Runner.  In addition to the small areas of unpaved roads, there are several areas of rolling hills throughout the course.",http://www.mylesstandishmarathon.com
Boston,< 50 mi,Advanced,Train,In a month,Running,32nd Annual WCRC New Year's Day Classic,http://runthecircle.org/wordpress/wp-content/uploads/2012/06/hangovershirtfront.jpg,1/1/13,"Start and finish line chip timing, fast and flat course!!! Great location at Salisbury Beach!!! Optional Ocean Plunge with special plunge mugs!!! Race mugs to first 40 male and first 40 female overall in each distance. Overall and age group awards in each distance. Long sleeve Hangover Classic tee-shirts to first 600 to register. Post race party. Participate in a New Year's Day Classic.",http://www.active.com/running/salisbury-ma/32nd-annual-wcrc-new-years-day-classic-2013
Boston,< 50 mi,Advanced,Train,3 months out,Running,2013 New Bedford Half Marathon,http://newbedfordhalfmarathon.com/wp-content/uploads/nbhm_logo_transparent-e1346077641284.png,3/17/13,"36th Annual New Bedford Half Marathon, a race with with a great history. Local seafood post race meal, tech shirts to first 4,500. Wonderful, welcoming historic port city--one of the best.",http://www.active.com/running/new-bedford-ma/new-bedford-half-marathon-2013?int=26-400
Boston,< 50 mi,Advanced,Insane,Now,Running,Myles Standish Marathon,http://www.mylesstandishmarathon.com/uploads/3/1/0/1/3101588/1165497.jpg?213,11/18/12,"The 2012 Myles Standish Marathon and Marathon Relay will begin at College Pond at DCR Myles Standish State Forest.  The first 15 miles of the course will take place within the State Forest on all paved, low traffic roads.  You will pass ponds and campgrounds as you wind your way through the forest.  The course will then take you through the back roads of Plymouth, past cranberry bogs and farms until you hit your first dirt road just beyond mile 20 at Morton Park.  Back to pavement on Billington Street with the final miles of the course back on unpaved roads that bring you out to the Shops at 5 with the finish line in front of Bayside Runner.  In addition to the small areas of unpaved roads, there are several areas of rolling hills throughout the course.",http://www.mylesstandishmarathon.com
Boston,< 50 mi,Advanced,Insane,In a month,Running,32nd Annual WCRC New Year's Day Classic,http://runthecircle.org/wordpress/wp-content/uploads/2012/06/hangovershirtfront.jpg,1/1/13,"Start and finish line chip timing, fast and flat course!!! Great location at Salisbury Beach!!! Optional Ocean Plunge with special plunge mugs!!! Race mugs to first 40 male and first 40 female overall in each distance. Overall and age group awards in each distance. Long sleeve Hangover Classic tee-shirts to first 600 to register. Post race party. Participate in a New Year's Day Classic.",http://www.active.com/running/salisbury-ma/32nd-annual-wcrc-new-years-day-classic-2013
Boston,< 50 mi,Advanced,Insane,3 months out,Running,2013 New Bedford Half Marathon,http://newbedfordhalfmarathon.com/wp-content/uploads/nbhm_logo_transparent-e1346077641284.png,3/17/13,"36th Annual New Bedford Half Marathon, a race with with a great history. Local seafood post race meal, tech shirts to first 4,500. Wonderful, welcoming historic port city--one of the best.",http://www.active.com/running/new-bedford-ma/new-bedford-half-marathon-2013?int=26-400
Boston,< 50 mi,Beginner,Yawn,Now,Triathlon,Triathlons are not for the weak,http://1.bp.blogspot.com/_KW_sl4dWvkc/TUIoxIOM5hI/AAAAAAAABmk/rllakgHY49o/s1600/triathlon123.jpg,3/17/13,Test Race,http://active.com
Boston,< 50 mi,Beginner,Yawn,In a month,Triathlon,Triathlons are not for the weak,http://1.bp.blogspot.com/_KW_sl4dWvkc/TUIoxIOM5hI/AAAAAAAABmk/rllakgHY49o/s1600/triathlon123.jpg,3/17/13,Test Race,http://active.com
Boston,< 50 mi,Beginner,Yawn,3 months out,Triathlon,Triathlons are not for the weak,http://1.bp.blogspot.com/_KW_sl4dWvkc/TUIoxIOM5hI/AAAAAAAABmk/rllakgHY49o/s1600/triathlon123.jpg,3/17/13,Test Race,http://active.com
